ASO,Dose,treatment,Sample Name,Target Name,CT,Undetermined?
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-24,rpl32,21.349,
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-24,rpl32,21.312,
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-24,rpl32,21.608,
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-24,rpl32,21.612,
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-24,rpl32,21.263,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.316,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.491,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.566,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.805,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.834,
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-24,rpl32,21.951,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,21.932,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,21.68,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,21.698,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,22.889,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,22.636,
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-24,rpl32,22.747,
