"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.875846332,1.624276399,0.671966724,0.964548739,0.767681288,0.598166422,1.051337624,1.46418703,0.680183968,1.530589684,1.062767674,0.814399346,1.09108566,0.973057871,0.776351724,1.564307898,1.931076333,1.588997711
"2",0.575573498,1.324720324,0.939972715,0.42879327,0.905920706,0.357985354,1.270261632,1.796596986,0.663033909,1.34857885,1.01409621,1.118703382,0.982099004,1.303723975,0.972911227,2.251132475,1.539064424,1.602325972
"3",3.400272271,1.127344409,0.775194302,0.905091085,0.659990419,0.489073741,1.039286897,0.590001299,0.098191729,0.85720737,0.59261626,1.430330321,0.841363192,1.117868054,0.936170269,1.878266032,0.98164856,1.672234234
"4",0.583388147,1.995202011,0.051240386,0.611220115,0.820574881,0.599775925,0.878060779,1.574653654,0.578200569,1.201578748,0.846821293,1.066617461,0.918130702,0.544031389,1.208353989,1.511596071,1.245771103,1.834143268
