ASO,Dose,treatment,Sample Name,Target Name,CT,Undetermined?
478-494 + 515,120 nM (60pmol),120 nM (60 pmol) 478-494 + 515,exp19-26,rpl32,20.502,CT
478-494 + 515,120 nM (60pmol),120 nM (60 pmol) 478-494 + 515,exp19-26,rpl32,20.709,CT
478-494 + 515,120 nM (60pmol),120 nM (60 pmol) 478-494 + 515,exp19-26,rpl32,20.579,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.726,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.738,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.644,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.547,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.618,CT
478-494 + 516,120 nM (60pmol),120 nM (60 pmol) 478-494 + 516,exp19-26,rpl32,20.665,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,20.547,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,20.652,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,20.852,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,20.820,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,21.013,CT
478-494 + 517,120 nM (60pmol),120 nM (60 pmol) 478-494 + 517,exp19-26,rpl32,20.790,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.494,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.439,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.644,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.768,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.337,CT
478-494 + 518,120 nM (60pmol),120 nM (60 pmol) 478-494 + 518,exp19-26,rpl32,20.431,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,20.568,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,20.633,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,21.065,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,21.192,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,20.607,CT
478-494 + 519,120 nM (60pmol),120 nM (60 pmol) 478-494 + 519,exp19-26,rpl32,20.761,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.983,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.949,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.894,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.937,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.689,CT
478-494 + 520,120 nM (60pmol),120 nM (60 pmol) 478-494 + 520,exp19-26,rpl32,20.767,CT
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,20.436,CT
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,20.560,CT
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,NA,undetermined
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,NA,undetermined
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,20.344,CT
478-494 + 521,120 nM (60pmol),120 nM (60 pmol) 478-494 + 521,exp19-26,rpl32,20.316,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.687,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.679,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.923,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.401,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.353,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.370,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.455,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.608,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.630,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.522,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,21.339,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.779,undetermined
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.193,CT
