ASO,Dose,treatment,Sample Name,Target Name,CT,Undetermined?
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.879,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.86,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.039,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,20.957,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.477,CT
478-494 + 522,120 nM (60pmol),120 nM (60 pmol) 478-494 + 522,exp19-26,rpl32,21.42,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.646,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.645,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.616,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,20.633,CT
