ASO,Dose,treatment,Sample Name,Target Name,CT,Undetermined?
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,21.104,CT
478-494 + 523,120 nM (60pmol),120 nM (60 pmol) 478-494 + 523,exp19-26,rpl32,0,undetermined
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.732,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.657,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.676,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.721,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.712,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.644,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.849,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.761,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.906,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.893,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.802,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.788,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.624,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.654,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.705,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.761,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,21.001,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,21.016,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.965,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.998,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,21.244,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,21.448,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.734,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,21.094,CT
